id,game_name,hours_played,player_count,review_rating,review_count,tag_value
959,vivamus tortor duis mattis,1365,127540,7,163023,1
960,blandit lacinia erat vestibulum,3308,79098,5,169750,1
961,elementum pellentesque quisque porta volutpat,488,23038,8,32330,4
962,purus phasellus in felis,899,62470,7,41598,1
963,nunc vestibulum,3537,85355,7,185189,5
964,duis bibendum morbi non quam nec,3250,195503,7,135175,2
965,maecenas rhoncus,3376,156244,9,96960,2
966,lectus pellentesque eget,3863,59253,8,11990,1
967,leo odio porttitor id consequat in consequat,2485,121504,7,45961,3
968,sapien ut,2889,185984,5,216771,1
969,non mattis pulvinar nulla,914,264701,5,176969,1
970,eget congue eget semper,228,159730,8,250197,1
971,sed augue aliquam erat volutpat in,2739,234637,9,97174,5
972,vestibulum rutrum rutrum neque aenean auctor gravida,2660,44978,9,157155,2
973,primis in,920,25836,5,296139,1
974,vestibulum eget vulputate ut ultrices,3706,286827,9,80250,1
975,sapien varius ut,1161,171962,7,226238,2
976,vestibulum ante ipsum primis in faucibus,802,161965,6,29003,3
977,molestie lorem quisque ut erat,3116,105168,8,171698,1
978,justo lacinia eget tincidunt eget,3635,116635,7,122575,5
979,orci vehicula condimentum curabitur,2586,170884,7,258734,3
980,vulputate nonummy maecenas tincidunt,2251,218577,9,150423,2
981,varius nulla,1926,128942,6,282933,2
982,magna vestibulum aliquet ultrices,1561,206412,9,249801,2
983,mauris morbi non lectus aliquam,2958,130910,5,241145,1
984,sapien in,1480,49053,7,227562,2
985,commodo placerat,1757,179825,6,204730,3
986,eget semper rutrum nulla nunc purus phasellus in,136,119327,8,279912,3
987,dapibus augue vel accumsan tellus nisi eu,2138,14865,8,120629,4
988,in faucibus orci luctus,3528,219546,6,195375,1
989,at ipsum,226,152815,7,121684,4
990,magnis dis parturient montes nascetur ridiculus mus vivamus,1024,241221,6,126546,3
991,dignissim vestibulum vestibulum,1563,18902,7,5014,4
992,non interdum in ante vestibulum ante ipsum primis,362,286323,8,99083,1
993,aliquam erat volutpat,3058,25159,9,290611,4
994,nulla mollis molestie lorem quisque ut erat,822,200828,6,151701,4
995,et tempus semper est,3257,97046,7,154221,3
996,urna ut tellus nulla,1475,186755,8,278967,4
997,eget orci vehicula condimentum curabitur in libero ut,2473,93998,5,207435,2
998,blandit nam,3118,11836,9,51423,1
999,sapien urna pretium nisl,3216,231548,6,276507,2
1000,augue a suscipit,11,146094,5,48352,1
